#Time	LowerQ	Median	UpperQ
4320	8860	10000	12300
4320	8750	10000	12300
4350	8750	10000	12300
4350	8780	10000	12400
4390	8780	10000	12400
4390	8780	10000	12400
4410	8780	10000	12400
4410	8750	10000	12400
4500	8750	10000	12400
4500	8740	10000	12400
4550	8740	10000	12400
4550	8750	10000	12400
4570	8750	10000	12400
4570	8780	10000	12500
4600	8780	10000	12500
4600	8780	10000	12500
4620	8780	10000	12500
4620	8750	10000	12400
4650	8750	10000	12400
4650	8750	10000	12400
4710	8750	10000	12400
4710	8750	10000	12500
4720	8750	10000	12500
4720	8740	10000	12500
4730	8740	10000	12500
4730	8750	10000	12800
4790	8750	10000	12800
4790	8780	10000	12800
4830	8780	10000	12800
4830	8780	10000	12800
4860	8780	10000	12800
4860	8860	10000	12800
4870	8860	10000	12800
4870	8780	10000	12800
4940	8780	10000	12800
4940	8780	10000	12800
4950	8780	10000	12800
4950	8780	10000	12800
5020	8780	10000	12800
5020	8780	10000	12800
5030	8780	10000	12800
5030	8780	10000	12800
5040	8780	10000	12800
5040	8780	10000	12500
5170	8780	10000	12500
5170	8780	10000	12500
5180	8780	10000	12500
5180	8780	10000	12500
5190	8780	10000	12500
5190	8860	10000	12800
5230	8860	10000	12800
5230	8870	10000	12800
5240	8870	10000	12800
5240	8870	10000	12800
5270	8870	10000	12800
5270	8860	10000	12800
5280	8860	10000	12800
5280	8860	10000	12900
5310	8860	10000	12900
5310	8780	10000	12900
5350	8780	10000	12900
5350	8860	10000	13100
5450	8860	10000	13100
5450	8780	10000	13100
5460	8780	10000	13100
5460	8780	10000	13100
5560	8780	10000	13100
5560	8780	10000	13100
5570	8780	10000	13100
5570	8780	10000	13100
5640	8780	10000	13100
5640	8860	10000	13200
5680	8860	10000	13200
5680	8860	10000	13200
5690	8860	10000	13200
5690	8860	10000	13200
5740	8860	10000	13200
5740	8860	10000	13200
5800	8860	10000	13200
5800	8780	10000	13200
5810	8780	10000	13200
5810	8860	10000	13200
5820	8860	10000	13200
5820	8870	10000	13200
5890	8870	10000	13200
5890	8870	10000	13200
5920	8870	10000	13200
5920	8870	10000	13200
5960	8870	10000	13200
5960	8870	10000	13200
6020	8870	10000	13200
6020	8870	10000	13200
6040	8870	10000	13200
6040	8890	10000	13300
6090	8890	10000	13300
6090	8890	10000	13300
6160	8890	10000	13300
6160	8890	10000	13300
6220	8890	10000	13300
6220	8870	10000	13300
6240	8870	10000	13300
6240	8870	10000	13300
6280	8870	10000	13300
6280	8870	10000	13300
6300	8870	10000	13300
6300	8870	10000	13400
6310	8870	10000	13400
6310	8870	10000	13800
6320	8870	10000	13800
6320	8870	10000	13900
6340	8870	10000	13900
6340	8870	10000	13900
6360	8870	10000	13900
6360	8870	10000	13900
6370	8870	10000	13900
6370	8870	10000	13900
6470	8870	10000	13900
6470	8870	10000	14100
6480	8870	10000	14100
6480	8870	10000	14100
6540	8870	10000	14100
6540	8870	10000	14100
6610	8870	10000	14100
6610	8860	10000	14100
6620	8860	10000	14100
6620	8780	10000	14100
6690	8780	10000	14100
6690	8860	10000	14300
6790	8860	10000	14300
6790	8780	10000	14300
6840	8780	10000	14300
6840	8780	10000	14300
6870	8780	10000	14300
6870	8780	10000	14300
6880	8780	10000	14300
6880	8780	10000	14300
6890	8780	10000	14300
6890	8780	10000	14300
6910	8780	10000	14300
6910	8780	10000	14300
6940	8780	10000	14300
6940	8860	10000	14300
6960	8860	10000	14300
6960	8780	10000	14300
6970	8780	10000	14300
6970	8750	10000	14300
7020	8750	10000	14300
7020	8750	10000	14300
7040	8750	10000	14300
7040	8730	10000	14300
7080	8730	10000	14300
7080	8730	10000	14300
7120	8730	10000	14300
7120	8730	10000	14300
7180	8730	10000	14300
7180	8730	10000	14300
7200	8730	10000	14300
7200	8700	10000	14300
7210	8700	10000	14300
7210	8680	10000	14100
7220	8680	10000	14100
7220	8680	10000	14100
7240	8680	10000	14100
7240	8700	10000	14100
7290	8700	10000	14100
7290	8700	10000	14100
7320	8700	10000	14100
7320	8700	10000	14100
7340	8700	10000	14100
7340	8700	10000	14100
7390	8700	10000	14100
7390	8730	10000	14300
7400	8730	10000	14300
7400	8730	10000	14100
7500	8730	10000	14100
7500	8700	10000	13900
7670	8700	10000	13900
7670	8700	10000	13800
7710	8700	10000	13800
7710	8700	10000	13800
7820	8700	10000	13800
7820	8700	10000	13800
7870	8700	10000	13800
7870	8680	10000	13300
7940	8680	10000	13300
7940	8680	10000	13300
7980	8680	10000	13300
7980	8700	10000	13800
8200	8700	10000	13800
8200	8700	10000	13800
8370	8700	10000	13800
8370	8700	10000	13800
8430	8700	10000	13800
8430	8700	10000	13800
8460	8700	10000	13800
8460	8700	10000	13800
8480	8700	10000	13800
8480	8700	10000	13800
8520	8700	10000	13800
8520	8700	10000	13800
8540	8700	10000	13800
8540	8700	10000	13700
8560	8700	10000	13700
8560	8700	10000	13800
8580	8700	10000	13800
8580	8680	10000	13700
8640	8680	10000	13700
8640	8680	10000	13700
8670	8680	10000	13700
8670	8640	10000	13700
8740	8640	10000	13700
8740	8640	10000	13700
8800	8640	10000	13700
8800	8640	10000	13700
8840	8640	10000	13700
8840	8640	10000	13700
8940	8640	10000	13700
8940	8640	10000	13700
8990	8640	10000	13700
8990	8620	10000	13300
9010	8620	10000	13300
9010	8620	10000	13300
9070	8620	10000	13300
9070	8610	10000	13300
9090	8610	10000	13300
9090	8610	10000	13300
9110	8610	10000	13300
9110	8610	10000	13300
9120	8610	10000	13300
9120	8610	10000	13300
9150	8610	10000	13300
9150	8610	10000	13300
9190	8610	10000	13300
9190	8590	10000	13300
9230	8590	10000	13300
9230	8610	10000	13700
9260	8610	10000	13700
9260	8620	10000	13800
9270	8620	10000	13800
9270	8620	10000	13800
9300	8620	10000	13800
9300	8640	10000	13900
9350	8640	10000	13900
9350	8680	10000	14300
9400	8680	10000	14300
9400	8680	10000	14300
9420	8680	10000	14300
9420	8680	10000	14300
9490	8680	10000	14300
9490	8700	10000	14300
9500	8700	10000	14300
9500	8700	10000	14500
9640	8700	10000	14500
9640	8730	10000	14500
9780	8730	10000	14500
9780	8730	10000	14500
9820	8730	10000	14500
9820	8700	10000	14500
9830	8700	10000	14500
9830	8680	10000	14500
9910	8680	10000	14500
9910	8640	10000	14500
10100	8640	10000	14500
10100	8620	10000	14500
10300	8620	10000	14500
10300	8640	10000	14600
10400	8640	10000	14600
10400	8680	10000	14900
10500	8680	10000	14900
10500	8680	10000	14900
